q,r,scale
1.08431577278228,1.0738531266279718,0.13705396810821768
0.902777539993784,0.7889600158691117,0.10861395994666669
1.017771030552193,1.0195293136568337,0.14748406646578405
1.2572767930743018,1.0138961919605824,0.11943597863548208
0.8368426333407808,1.0190503266179485,0.12485585740028489
1.2226979189363356,0.9733492612818129,0.1223905373494613
1.0070674229441297,0.938676959169361,0.11231133230419968
0.8660856615009702,0.9806574982594921,0.10480209128016772
1.133796904460996,1.0074991183240842,0.0975616204389267
1.0508196247905264,1.1114093290589422,0.13846758948073504
1.2608643919071207,1.1381683679912742,0.1539359724833046
1.9535885955932777,1.0592250968532573,0.13659882529801176
0.8016666703276115,1.0064322723296597,0.10602662838708589
1.0088347156592739,1.0535592217639551,0.13708542209834407
0.7830374390012836,1.014876640477059,0.15176841740712493
0.7136898469473629,0.9296798518344312,0.1282254332341763
1.7406372108257684,0.8054111505379,0.13685091212565745
0.5792157073258888,0.953018730356964,0.13421463263366676
0.838235271169984,1.1115619298412174,0.10817733308973541
0.6279063803357686,0.8786830936703682,0.12191943356428628
0.8436897780964187,1.0078268432268584,0.13708897936682907
0.7727159272868432,1.0324154099280056,0.10810293797726508
0.8094491716319118,1.0232452164509072,0.10832425979079009
0.8529526085254919,1.0153703515796721,0.14717196316099088
1.107324328159528,1.039652331767492,0.10645812313198424
0.9267406548301689,1.0039923505648358,0.1477668821907962
