q,r,scale
0.5662590322332891,0.6233206415268425,0.13096929096207277
1.0913767371131693,1.0715120496489714,0.13719811464616624
0.9952326109462347,1.2061105549878948,0.11674675498737801
0.5439169815613881,0.8010726498630011,0.08542736482094701
1.1675543585935053,1.2611011886850527,0.13156023643561382
1.1569753839276258,0.996125231296862,0.10470481174944003
1.691168146079275,1.1713987338146896,0.11176426608918814
1.0398383325738634,1.0216058789153257,0.10708200829660694
1.1185712702150812,1.0849763831017416,0.12336406044097038
1.178595011846618,1.0958097009603311,0.08889365181964239
1.0150627887934653,1.1632489108548185,0.13718201234549923
0.8488702429374883,0.900046397467093,0.0987045514966176
0.706223544017722,0.7876893529132842,0.08741658043083655
0.9814786059059957,0.9713586609536288,0.13258824618966802
0.6491210528126088,1.0303445642681435,0.10716726741891332
0.7102762601441188,1.0589592995727406,0.09724269458127238
1.1759337056550023,1.3783450462181497,0.11041454128448615
1.0749284774852146,0.8681255747074907,0.10002347818210924
1.039978293004706,1.0922142993146657,0.11569987836366999
0.9607111259655154,0.8625596580853014,0.08729499598784217
0.970296033813043,0.8336867031116811,0.10103245839556389
1.1469643022032017,0.9178581084133118,0.08597484207091233
0.8187362153290714,0.9576468181977428,0.0836817427427862
1.1606248589012063,0.9749920308720709,0.06635752696453032
1.1913066279415936,0.8698915622491625,0.09279438874078656
