q,r,scale
0.815075290049762,0.856775043836304,0.13889814825078983
0.7066333276975006,1.066314295867809,0.12447699463474489
0.690384898427267,0.7590424384636222,0.1352584422074145
0.7822149259243246,1.0423181412200437,0.1411630493155828
0.4922659436126729,0.9975288595106602,0.12977983625624512
0.9417714431685694,0.9777155111688285,0.13996995800207218
1.04358743076293,0.9638161707503529,0.12481546589052198
1.3156155129547396,1.0033351756195517,0.1533045138066198
1.0090265945041683,1.0268782935939234,0.12271772023790613
0.9377399334536214,0.95092053019073,0.1334667650857418
1.0807376897262602,1.0671306609774076,0.13594033388623877
0.6573271410930291,1.0851460106826314,0.12639533776119755
0.48509603473688107,1.0664878772235016,0.1542974766625997
0.7248061884868091,0.9450648286869074,0.1505320953966539
0.7663794244499254,1.0745148122896784,0.1469595393004128
1.9488375572536663,1.0480225169112503,0.12720133842070114
0.6589862443263693,0.9671679616202283,0.17594153983004274
1.455984666157037,0.8940108679732363,0.16776794863236658
1.2605092370384698,1.1120608721967706,0.14569945616319507
1.4362472963198474,1.0569982701726182,0.1498429272266911
1.4415834086204595,0.8020605958698892,0.14148942309331397
0.9141154998716027,1.089962069984423,0.13194961116455342
1.2191368510825584,1.0318090235734403,0.12670634982504153
1.0298467150554667,1.125857185942417,0.12408001350458292
1.3258651623239468,1.0879070594486708,0.1515607176719435
0.8602255829021122,0.9011549262251043,0.17876325116771336
