q,r,scale
0.7470742368931067,0.9822749867615123,0.15004478527746248
1.306229453200716,1.2456025041869894,0.14423955728886312
1.3049052646613433,0.994058993163245,0.12670717465414216
0.957258321443291,0.9255296414464462,0.1396182575904192
1.0850313310101716,0.9347257044143026,0.1336636430661673
0.8483840298334427,1.0123344054121017,0.13382015892370705
0.9351076798926388,0.9214508781191795,0.11082820880339528
1.0108201281479428,0.9771042763146507,0.10307089329119125
0.880435838402621,0.9756012427451101,0.12133617498339538
1.097970922194036,1.0540542381362734,0.13970891621984363
0.7838480325706915,0.9864739079364644,0.12591813238375904
1.1479510594858882,0.9620293205185265,0.12678809474550148
1.9668705087070355,1.0098442869539765,0.13836628242523455
1.1287840356201218,0.9554356044022079,0.11229616439221377
0.973945499132579,1.088205075227559,0.1310127022428081
0.9943272454468189,1.016793517890956,0.14886581091130396
1.2511673613514713,0.8766812207969462,0.12717557713212596
0.6281324106151333,1.100718321905525,0.11136313168984514
1.0158367431175077,1.0189281150672738,0.11221905194587184
1.1117948544725695,0.9236166017330569,0.16106642622186967
1.0549442922894188,0.9468101266406773,0.12263727429148809
0.9710533001446511,1.0699623908810063,0.11636419139113667
0.7972196852790334,1.0467589566551445,0.11687936406316068
0.8466038855730491,0.8877592592883652,0.13610885173433723
0.6576502180504152,1.0389164907753354,0.10467970989022972
0.711961322133366,1.012458244140302,0.15021388821311124
0.7846923403309399,1.0358716884868628,0.1169664990557481
