bias_i,inconsistency_i
-1.305747126436782,0.8693705685707934
-0.5390804597701149,0.9770709578813298
-0.10574712643678166,0.9318683838105892
1.3609195402298846,0.5475545898563897
0.36091954022988515,0.47747670392571573
0.6609195402298852,0.6184451259839671
0.09425287356321835,0.6380581897749258
0.09425287356321835,0.9669470059691238
-0.4057471264367815,0.5522019891690794
0.2942528735632185,0.7994230640902701
-0.2057471264367816,1.0142888577361344
-0.4057471264367815,0.7281746858863278
-0.5724137931034483,0.9674810181447843
-0.6057471264367815,1.0292816959663111
0.960919540229885,0.8141947145289757
-1.039080459770115,0.9247333914081252
-0.2057471264367816,1.3306546216832342
0.09425287356321838,0.6704374356910268
0.16091954022988506,1.058820339673731
0.09425287356321835,0.8674032740872261
0.2275862068965517,0.6464472057275352
-0.6057471264367815,0.878880506297419
0.3942528735632185,0.7521189117771547
0.2942528735632185,0.8604220522860023
0.19425287356321833,0.7146114660198589
0.42758620689655186,0.5214013980651588
0.027586206896551675,0.5083676142587024
0.06091954022988501,0.6241207306165344
0.19425287356321838,0.820673557248008
