q,r,scale
0.6709558464697221,0.8770623772478239,0.1812791302690937
1.396392611847093,0.9804515889376426,0.1280712459464546
0.628098434930346,1.023742721221532,0.13002476105295607
1.4750093063231513,1.2617033041924888,0.1688881605076477
0.8600756701623268,0.9391168260637878,0.16793821400887765
0.8933170560334823,0.9566115314755235,0.16230061648168206
1.115425100402862,1.3275093645143345,0.20156848729984791
0.6867436137192893,0.9944434745163552,0.16598584002483832
0.9486463729618195,1.0792161546673091,0.13176819114158475
0.9720223482631569,1.138327100154829,0.1745896729981076
1.932192301716298,1.161466430008662,0.12258416806731871
1.0500558156515791,1.0944063554688872,0.15778014932739667
1.0569949306949649,0.8483740036288238,0.14883147257926957
1.4827432003923113,1.1182146556097419,0.1711984319594575
1.2553154907233326,0.5375732604426349,0.12071635474655157
1.080565560875776,1.2540014969549087,0.14205400013594385
0.8876935536184679,0.8056043921224247,0.19707686811479802
0.7989010745473002,0.8841046414120449,0.15469916605830727
1.1564104650998066,0.9423131477334931,0.17464683946392873
0.9747874758205834,1.0368288591197152,0.12096159724934151
0.7465577695351503,0.988954279948517,0.2532044892940614
0.9481656141229774,1.1309509937690052,0.16265863268554426
0.7071597833703112,0.8493781483916001,0.13405468664613238
0.5071302701049245,0.7585296748678191,0.22882551475962026
0.7432574819686828,0.7242978427834128,0.17844531309488576
1.059210665890242,1.1985969033247534,0.1398294550903346
0.9661721847540391,1.088220471421928,0.13739098526406196
