q,r,scale
0.914652272458216,0.9153206593237119,0.21687150075682465
0.7768620755797959,1.0656076877076994,0.18350393383888158
0.8905373783024627,0.8493999757289852,0.2207479498277323
0.7586286981379976,0.6899026859830751,0.16228779019307363
0.8068909586639941,0.9935908384281239,0.19140555481476593
1.039178056606689,0.9383073387686223,0.2296603484689613
0.9871969532967054,0.8792298897068419,0.20000805123057017
0.6115722049328703,0.9907077728546907,0.20138052365067982
0.711334004757709,0.48751920386251935,0.2008766231691446
0.843219489954816,1.1230322719682158,0.19256900772221777
1.8968713431399848,0.7132583283102542,0.1534448357628556
0.7956994413016639,1.0335138909497328,0.16186744764554106
1.1249778062753324,1.3613129513051587,0.2162636543534179
1.473235815500849,1.2240558028747495,0.22203842140085173
1.262017957903839,1.1402389842801601,0.2034237533748589
1.5501683429559265,1.1239867316569112,0.17076698062004997
1.124926289538618,1.078471350905874,0.1812206798403558
0.8648912878022067,0.954963722872081,0.17667752985330956
0.7504812901262883,0.6490281828497404,0.1232147996904739
0.8145354169652232,1.2547628061931249,0.1892076470046266
1.2768672935184728,0.9259540716546976,0.15734466918801668
0.966360585298369,0.8657077209611088,0.2100770360996354
0.9808601994802256,1.0559704875725888,0.2563688234645164
0.5749175415388774,1.0386782259807212,0.20059657868137162
1.8794074608328166,1.94058419664561,0.2702991509506251
0.5943751841093832,0.9268920730880889,0.15643618228301095
1.039178865321588,1.0739375250462078,0.174895044133017
1.0542070149631282,1.198071907627249,0.17163723687241156
0.943100321905733,0.7523436997213211,0.17413879365523682
0.692848448830217,0.7556490151721355,0.2698915823891183
