q,r,scale
0.8415867370883736,1.0250531587572835,0.15824379370628155
1.00300589825747,0.5987756843137113,0.14167558370975392
0.8605363577456863,0.7744699486534845,0.12802239846064864
0.782860072007226,0.8363841904439111,0.18741419365352296
1.0691775976020743,1.1030020764380373,0.14276723225043766
1.2844423777951461,1.2725270873651806,0.14330773268278632
0.8914832849037091,1.1474990135140264,0.11294325719972782
1.0356688718411207,0.9010149023279004,0.10649084856388749
1.2907678122837276,1.063449177625196,0.12226338257221077
0.7710097736941379,0.9524674200927041,0.17160453066858244
0.9421313087630991,1.099018701824172,0.13154572164143022
1.1518881348712005,1.0923708133914924,0.1211240238157084
1.0210627830554497,0.9951676374807852,0.14565785010428645
0.9609766104281204,1.0225303003451462,0.16821504779493981
1.403696065138856,0.972818905981613,0.10450891509115945
1.0558591214846156,1.0917027528925964,0.11627067494236934
1.0233090340251656,1.054735121087907,0.11492568177538523
0.7550139837459292,0.9188584769771287,0.1396602312012292
0.7038641233324311,0.8607849579934325,0.2173566473370203
1.2531599847240236,1.133327191157952,0.11087543418933125
1.1239001702525653,1.1038139947019294,0.13450202164814945
0.8395890575146442,0.845329595546106,0.1240811385029167
0.9273803843358343,1.1617133544661153,0.13756621436894256
1.0903737671649745,0.9079577256685589,0.13586515520314724
0.6890586699007227,1.0264485882189773,0.14601226588421193
0.9277704956635654,0.9977420769424271,0.10404661214792903
0.8864699507350804,1.1433376615120063,0.11556641977065402
1.3709499591004524,0.9514995415744972,0.09954232312631611
1.043007612544594,0.9461999427057195,0.12956442308295224
