video_name,user1,user2,user3,user4,user5,user6,user7,user8,user9,user10,user11,user12,user13,user14,user15,user16,user17,user18,user19,user20,user21,user22,user23,user24,user25
runeterra_960x540_30_yuv420p.yuv_H264_1M.mp4,2.96,2.6799999999999997,2.6799999999999997,2.493333333333333,3.6133333333333333,3.52,2.586666666666667,3.6133333333333333,2.913333333333333,2.913333333333333,3.7066666666666666,2.913333333333333,2.7266666666666666,3.1933333333333334,3.473333333333333,3.5666666666666664,4.359999999999999,2.7733333333333334,3.473333333333333,2.7733333333333334,2.6799999999999997,2.54,2.7266666666666666,3.0066666666666664,3.1466666666666665
runeterra_960x540_30_yuv420p.yuv_HEVC_1M.mp4,2.913333333333333,3.0533333333333332,3.1,2.8200000000000003,3.4266666666666663,3.0066666666666664,2.54,4.173333333333334,3.1466666666666665,3.1466666666666665,4.546666666666667,2.26,2.7733333333333334,4.173333333333334,3.3333333333333335,3.7533333333333334,4.313333333333333,2.7266666666666666,2.4000000000000004,3.0066666666666664,3.3800000000000003,2.96,2.6333333333333337,2.493333333333333,3.0066666666666664
forza_1920x1080_30_yuv420p.yuv_HEVC_2M.mp4,2.96,2.493333333333333,2.54,3.0066666666666664,2.4000000000000004,1.98,2.213333333333333,2.7266666666666666,2.3066666666666666,2.586666666666667,2.96,2.4466666666666663,2.8200000000000003,3.0533333333333332,3.6133333333333333,3.0533333333333332,2.586666666666667,2.0266666666666664,3.0533333333333332,2.0266666666666664,1.7466666666666666,2.3066666666666666,2.493333333333333,2.493333333333333,2.3066666666666666
forza_1920x1080_60_yuv420p.yuv_HEVC_5M.mp4,2.6333333333333337,3.1466666666666665,3.7066666666666666,3.0533333333333332,3.6133333333333333,2.6799999999999997,2.493333333333333,3.3800000000000003,3.473333333333333,2.7733333333333334,4.126666666666667,2.0266666666666664,2.913333333333333,3.66,3.66,3.6133333333333333,3.52,2.493333333333333,3.986666666666667,2.54,2.6799999999999997,2.913333333333333,3.2866666666666666,2.493333333333333,2.7266666666666666
30xx_1280x720_60_yuv420p.yuv_AV1_0.4M.mp4,2.4000000000000004,1.6066666666666665,3.1933333333333334,3.3800000000000003,1.4666666666666666,1.7933333333333334,1.1866666666666668,1.9333333333333331,2.3066666666666666,2.913333333333333,2.166666666666667,2.26,2.4000000000000004,1.9333333333333331,3.0533333333333332,2.3066666666666666,2.54,2.4000000000000004,1.98,2.7266666666666666,2.4000000000000004,1.6533333333333333,3.24,1.98,1.98
fortnite_1280x720_60_yuv420p.yuv_AV1_5M.mp4,2.7266666666666666,3.986666666666667,3.6133333333333333,3.7066666666666666,4.546666666666667,3.94,3.6133333333333333,3.7533333333333334,3.0533333333333332,3.3800000000000003,4.453333333333333,3.52,3.0066666666666664,3.1933333333333334,4.826666666666666,4.08,4.406666666666666,3.6133333333333333,3.6133333333333333,2.8666666666666663,3.1466666666666665,2.913333333333333,3.3333333333333335,3.24,2.6799999999999997
fifa_960x540_120_yuv420p.yuv_HEVC_0.2M.mp4,1.3733333333333333,1.7466666666666666,2.0733333333333333,1.8399999999999999,1.0,1.3266666666666667,1.0,1.0466666666666666,1.1866666666666668,1.6066666666666665,2.166666666666667,1.6533333333333333,2.4000000000000004,1.0,2.0733333333333333,2.0733333333333333,1.56,1.0,1.3733333333333333,1.6533333333333333,1.6533333333333333,1.2333333333333334,2.26,1.56,1.0
csgo_1920x1080_60_yuv420p.yuv_AV1_1M.mp4,1.7933333333333334,2.213333333333333,2.54,2.26,3.0066666666666664,2.4000000000000004,1.1866666666666668,1.7466666666666666,2.4000000000000004,2.7266666666666666,2.7266666666666666,2.7733333333333334,2.493333333333333,2.7266666666666666,3.1466666666666665,2.8200000000000003,2.6333333333333337,1.6066666666666665,1.9333333333333331,2.54,1.3266666666666667,1.6999999999999997,2.7266666666666666,1.98,1.6533333333333333
runeterra_120_540.mp4,3.24,4.966666666666667,4.966666666666667,3.94,4.966666666666667,4.173333333333334,3.94,4.359999999999999,4.873333333333333,4.7333333333333325,4.873333333333333,4.033333333333333,4.173333333333334,4.966666666666667,4.640000000000001,4.453333333333333,4.966666666666667,3.473333333333333,4.826666666666666,3.7066666666666666,3.986666666666667,4.173333333333334,4.08,4.08,3.52
wow_1280x720_120_yuv420p.yuv_HEVC_0.5M.mp4,2.3533333333333335,1.8399999999999999,1.0,2.6333333333333337,2.12,1.2333333333333334,1.7466666666666666,1.8866666666666667,1.6066666666666665,1.7466666666666666,2.6799999999999997,2.586666666666667,1.98,1.98,2.0266666666666664,3.24,2.4466666666666663,1.0,1.3733333333333333,1.6999999999999997,1.6999999999999997,2.54,2.3066666666666666,1.6999999999999997,1.0
